Offload Ratio (%),Total DRAM (%),DRAM Read (%),DRAM Write (%),Effective Memory BW (GB/s),Effective Tokens/s,SM Active (%),Tensor Active (%),Avg Step Time (ms),Paged Attention Runtime (ms),Peak GPU Mem (Alloc GB),Total Memory IO (GB),Weights Loaded (GB),KV Cache Read (GB),KV Cache Written (GB)
12,53.32377099567998,46.226327846766196,7.097443148913798,1742.4,18431.42,91.33480949422932,41.29452788994354,55.6116,0.702625,81.94,90.2427,16.0,73.7422,0.500488
13,53.44347746602665,46.05066929386648,7.3928081721601755,1735.4,18357.41,91.1852769579917,41.17176414818229,55.8358,0.70631,81.27,90.2427,16.0,73.7422,0.500488
14,53.639630246828126,45.93798216093832,7.701648085889831,1733.55,18337.81,91.18141181889216,41.156141332319976,55.8954,0.709619,80.61,90.2427,16.0,73.7422,0.500488
15,53.8797297498902,45.86226354708493,8.017466202805268,1726.65,18264.86,91.17961258771214,41.00545080960601,56.1187,0.712817,79.93,90.2427,16.0,73.7422,0.500488
16,54.06076719376616,45.749287041550595,8.31148015221557,1723.72,18233.9,91.07000257228648,40.87868354669919,56.214,0.714662,79.26,90.2427,16.0,73.7422,0.500488
17,54.30555124559086,45.683060580427835,8.622490665163019,1721.62,18211.68,91.12483279782965,40.82572020056357,56.2826,0.7179180000000001,78.6,90.2427,16.0,73.7422,0.500488
18,54.313415150779974,45.41669233897623,8.89672281180372,1717.84,18171.7,90.70660123954114,40.55754803141491,56.4064,0.717157,77.93,90.2427,16.0,73.7422,0.500488
19,52.19757993413341,43.39867293875135,8.798906995382046,1713.88,18129.74,85.75620326465202,38.03912292488897,56.5369,0.717407,77.26,90.2427,16.0,73.7422,0.500488
20,50.69042837135058,41.88815178988157,8.80227658146901,1707.9,18066.5,82.17713869303029,36.193984224500234,56.7348,0.716657,76.59,90.2427,16.0,73.7422,0.500488
21,49.31251229298695,40.51057303813344,8.801939254853524,1644.55,17396.42,79.15955256083987,34.7270492507134,58.9202,0.7167380000000001,75.93,90.2427,16.0,73.7422,0.500488
22,48.3744577676738,39.48366830225539,8.890789465418404,1593.17,16852.9,76.95487180682784,33.661349112124036,60.8204,0.716933,75.25,90.2427,16.0,73.7422,0.500488
23,47.02615397108734,38.15093255522815,8.875221415859198,1540.08,16291.23,74.23139416044575,32.439684646888075,62.9173,0.716749,74.59,90.2427,16.0,73.7422,0.500488
24,45.8543870777049,36.98181401712966,8.872573060575238,1483.19,15689.48,71.81480647342818,31.321173281436263,65.3304,0.717116,73.92,90.2427,16.0,73.7422,0.500488
25,44.581287918719156,35.74498918241007,8.836298736309077,1433.12,15159.87,69.1701358657645,30.12949014041656,67.6127,0.716308,73.24,90.2427,16.0,73.7422,0.500488
26,43.5219238687111,34.68647558095937,8.835448287751726,1391.4,14718.48,67.05331227432805,29.16614258012446,69.6403,0.715692,72.58,90.2427,16.0,73.7422,0.500488
27,42.53016186668762,33.70408604807473,8.826075818612901,1344.63,14223.82,64.9880263153813,28.21403273460159,72.0622,0.715134,71.91,90.2427,16.0,73.7422,0.500488
28,41.85989926356836,32.97799006092218,8.881909202646169,1301.68,13769.39,63.597018182585835,27.57177388369139,74.4405,0.715645,71.25,90.2427,16.0,73.7422,0.500488
29,40.79452578418588,31.955718455938268,8.838807328247613,1266.62,13398.52,61.41535734252843,26.591875986388214,76.501,0.7166699999999999,70.57,90.2427,16.0,73.7422,0.500488
30,39.92861358387953,31.102086127061725,8.826527456817809,1228.66,12996.99,59.64477561578647,25.771776222548805,78.8644,0.716453,69.91,90.2427,16.0,73.7422,0.500488
31,39.45309452695333,30.56180149136796,8.891293035585374,1194.79,12638.78,58.66760478798381,25.339501368993602,81.0996,0.716388,69.24,90.2427,16.0,73.7422,0.500488
32,38.436772327833836,29.603296119699642,8.833476208134186,1165.33,12327.07,56.65656992367692,24.45627443264877,83.1503,0.71524,68.57,90.2427,16.0,73.7422,0.500488
33,37.74414987350502,28.90787994822801,8.836269925277023,1134.27,11998.53,55.297238809679705,23.85289194332498,85.4271,0.716521,67.9,90.2427,16.0,73.7422,0.500488
34,37.23182930272218,28.363178831522283,8.868650471199903,1109.16,11732.88,54.20730575862489,23.330395366604904,87.3614,0.714806,67.24,90.2427,16.0,73.7422,0.500488
35,36.49924530791819,27.654594789376834,8.844650518541362,1077.71,11400.28,52.8007546264807,22.745082468302957,89.91,0.716425,66.57,90.2427,16.0,73.7422,0.500488
36,35.8570478347742,27.020701531020354,8.836346303753839,1050.37,11111.08,51.54876811591553,22.17145060196997,92.2502,0.7147140000000001,65.89,90.2427,16.0,73.7422,0.500488
37,35.22677901362484,26.38657457100303,8.840204442621808,1027.79,10872.21,50.42020035468181,21.72175487026755,94.2771,0.716148,65.23,90.2427,16.0,73.7422,0.500488
38,34.61064686455579,25.796571940682274,8.81407492387352,1001.42,10593.19,49.06715299792151,21.079682453848882,96.7603,0.71553,64.56,90.2427,16.0,73.7422,0.500488
39,34.19016109606682,25.349460522247938,8.840700573818877,981.9,10386.77,48.27006752201098,20.746136218342215,98.6832,0.714705,63.9,90.2427,16.0,73.7422,0.500488
40,33.71821302356422,24.863644000777043,8.854569022787175,956.69,10120.02,47.27035550244184,20.28816754942794,101.2843,0.715327,63.22,90.2427,16.0,73.7422,0.500488
41,32.96875045157192,24.18668709561765,8.78206335595427,937.2,9913.92,45.83744475815947,19.67769950751069,103.39,0.716289,62.55,90.2427,16.0,73.7422,0.500488
42,32.584183942998955,23.784690242842817,8.799493700156136,916.79,9698.0,45.10483186779152,19.346750494962606,105.6919,0.714979,61.89,90.2427,16.0,73.7422,0.500488
43,32.155985949326116,23.339791150673467,8.81619479865264,898.5,9504.54,44.2208598220353,18.947427920335443,107.8432,0.716394,61.22,90.2427,16.0,73.7422,0.500488
44,32.0638133491194,23.153274983442863,8.910538365676535,888.46,9398.34,43.889748723817746,18.80625613758813,109.0618,0.716505,60.55,90.2427,16.0,73.7422,0.500488
45,31.51720346168554,22.644127510696908,8.87307595098863,871.5,9218.9,42.82698661471486,18.359606897324877,111.1846,0.715004,59.88,90.2427,16.0,73.7422,0.500488
46,30.984971729070107,22.14120822590423,8.843763503165874,854.18,9035.64,41.8768490903882,17.97525456438957,113.4396,0.715953,59.22,90.2427,16.0,73.7422,0.500488
47,30.714672277034406,21.834296241946117,8.880376035088286,837.76,8862.04,41.25967481297834,17.667738298472063,115.6618,0.716548,58.54,90.2427,16.0,73.7422,0.500488
48,30.433413773643384,21.52711029423069,8.906303479412692,821.44,8689.31,40.68727600952532,17.39773322415173,117.961,0.716467,57.88,90.2427,16.0,73.7422,0.500488
49,30.025612235057924,21.127828214759184,8.89778402029874,807.53,8542.21,39.88935173024722,17.068595677547293,119.9923,0.715291,57.21,90.2427,16.0,73.7422,0.500488
50,29.671424853054823,20.772293617877654,8.89913123517717,791.13,8368.76,39.17644180197936,16.76194304795809,122.4794,0.714426,56.53,90.2427,16.0,73.7422,0.500488
