Offload Ratio (%),Total DRAM (%),DRAM Read (%),DRAM Write (%),Effective Memory BW (GB/s),Effective Tokens/s,SM Active (%),Tensor Active (%),Avg Step Time (ms),Paged Attention Runtime (ms),Peak GPU Mem (Alloc GB),Total Memory IO (GB),Weights Loaded (GB),KV Cache Read (GB),KV Cache Written (GB)
11,51.90842336813844,45.40604767780521,6.502375690333219,1516.87,19997.89,92.19497039042095,47.14961007712589,64.0568,0.692102,82.75,90.4927,16.0,73.8672,0.625488
12,52.09285849391421,45.31948276569818,6.773375728216012,1510.12,19908.95,92.0649621253201,46.96469904128082,64.3429,0.695492,82.08,90.4927,16.0,73.8672,0.625488
13,52.25859783599598,45.2190459192648,7.039551916731171,1508.56,19888.34,92.18435285046644,47.02773959650936,64.4096,0.6973339999999999,81.41,90.4927,16.0,73.8672,0.625488
14,52.478389734783924,45.169398698277426,7.308991036506484,1504.5,19834.82,92.04913709086608,46.81638526116,64.5834,0.7009930000000001,80.74,90.4927,16.0,73.8672,0.625488
15,52.710729878211076,45.130727912517614,7.580001965693448,1503.93,19827.28,92.10145106220565,46.734093813068284,64.6079,0.7030879999999999,80.07,90.4927,16.0,73.8672,0.625488
16,52.83188494355958,44.98773170568023,7.844153237879327,1501.67,19797.45,91.97063261616194,46.604603304893665,64.7053,0.706291,79.41,90.4927,16.0,73.8672,0.625488
17,52.97010391197261,44.8695424274126,8.10056148456001,1496.74,19732.46,91.97022808794964,46.56845812566712,64.9184,0.709003,78.74,90.4927,16.0,73.8672,0.625488
18,52.97918068477897,44.644825128700035,8.334355556078947,1495.48,19715.88,91.918693536633,46.57220163726021,64.973,0.711665,78.07,90.4927,16.0,73.8672,0.625488
19,53.41165919121794,44.779489383416994,8.632169807800949,1494.07,19697.25,91.99191410824625,46.40243516412365,65.0344,0.713858,77.39,90.4927,16.0,73.8672,0.625488
20,53.55664949663326,44.66503843614269,8.89161106049056,1489.22,19633.41,91.88608606991713,46.30764427185135,65.2459,0.716429,76.72,90.4927,16.0,73.8672,0.625488
21,53.801736027338386,44.64241657527362,9.159319452064764,1487.62,19612.26,91.83763901336587,46.16174057672545,65.3163,0.718707,76.06,90.4927,16.0,73.8672,0.625488
22,53.70555042235163,44.331509375859966,9.374041046491643,1484.75,19574.45,91.19827629847099,45.69925490470392,65.4425,0.720352,75.39,90.4927,16.0,73.8672,0.625488
23,52.1382012593036,42.81416381054687,9.324037448756727,1481.9,19536.88,87.08873552389691,43.28898084345531,65.5683,0.718585,74.72,90.4927,16.0,73.8672,0.625488
24,51.095522711487455,41.73896025536258,9.356562456124875,1480.18,19514.18,84.62688632664664,41.94508928781929,65.6446,0.7178300000000001,74.04,90.4927,16.0,73.8672,0.625488
25,50.26329007514178,40.83874110822569,9.424548966916097,1438.17,18960.31,82.27538051888128,40.541139003051875,67.5622,0.7191810000000001,73.37,90.4927,16.0,73.8672,0.625488
26,49.11490652011171,39.70650499944116,9.408401520670544,1394.7,18387.25,79.58787381027051,39.05772116442888,69.6679,0.717743,72.71,90.4927,16.0,73.8672,0.625488
27,47.35999652637943,38.084730217957556,9.275266308421884,1345.05,17732.61,75.8028727843611,37.04899971359424,72.2398,0.718409,72.04,90.4927,16.0,73.8672,0.625488
28,46.45410649761282,37.16081456649506,9.29329193111776,1305.8,17215.26,73.6063604652951,35.80795669787103,74.4107,0.717567,71.37,90.4927,16.0,73.8672,0.625488
29,45.47321195813512,36.18758781651451,9.285624141620609,1268.16,16718.93,71.60948752445306,34.817559615160924,76.6197,0.717468,70.7,90.4927,16.0,73.8672,0.625488
30,44.610508621365874,35.32037609282753,9.290132528538331,1232.83,16253.14,69.68072136622001,33.762619819361674,78.8155,0.717457,70.03,90.4927,16.0,73.8672,0.625488
31,43.790036866108885,34.5000414444007,9.289995421708179,1194.77,15751.47,67.89799696370572,32.88213655443185,81.3258,0.717015,69.36,90.4927,16.0,73.8672,0.625488
32,42.675070812909624,33.444601176045786,9.230469636863845,1165.65,15367.56,65.65173872953088,31.73075873440372,83.3574,0.7171559999999999,68.69,90.4927,16.0,73.8672,0.625488
33,41.857909740849124,32.640589074807046,9.217320666042083,1136.02,14976.92,63.909379020637736,30.839502765148882,85.5316,0.716708,68.02,90.4927,16.0,73.8672,0.625488
34,41.02153120436936,31.828886829373378,9.192644374995973,1106.1,14582.41,62.17066982441301,29.94968110061718,87.8455,0.716739,67.36,90.4927,16.0,73.8672,0.625488
35,40.357150927014544,31.15442264514182,9.202728281872723,1079.42,14230.75,60.74423778771669,29.231196454683545,90.0164,0.717298,66.68,90.4927,16.0,73.8672,0.625488
36,39.63179493399056,30.449696863451706,9.182098070538864,1051.42,13861.56,59.26513178132216,28.492037298723222,92.4139,0.717146,66.02,90.4927,16.0,73.8672,0.625488
37,39.05926268950667,29.852270611002215,9.20699207850446,1028.34,13557.33,58.23782540931188,28.018897023141594,94.4876,0.717069,65.34,90.4927,16.0,73.8672,0.625488
38,38.32428839861436,29.16090386909419,9.16338452952017,1003.75,13233.08,56.69331224593694,27.243028318289504,96.8028,0.7167380000000001,64.68,90.4927,16.0,73.8672,0.625488
39,37.68387490330899,28.532203368789492,9.151671534519512,979.87,12918.23,55.2446275187437,26.43699953387633,99.1622,0.717073,64.0,90.4927,16.0,73.8672,0.625488
40,37.12649894968809,27.9758843355739,9.150614614114195,962.14,12684.57,54.124103002169726,25.906661092230273,100.9888,0.716897,63.33,90.4927,16.0,73.8672,0.625488
41,36.71025841412199,27.53381877746889,9.176439636653102,938.43,12371.98,53.30668429007029,25.51746141268313,103.5404,0.716743,62.67,90.4927,16.0,73.8672,0.625488
42,35.97097243389851,26.850687977505842,9.120284456392675,918.98,12115.48,51.89629753333552,24.84950616608705,105.7325,0.716919,62.0,90.4927,16.0,73.8672,0.625488
43,35.377422990005755,26.28199122409675,9.095431765909003,901.59,11886.25,50.67535595884227,24.235427897412706,107.7716,0.7160449999999999,61.33,90.4927,16.0,73.8672,0.625488
44,35.23953614427692,26.067993959426985,9.171542184849937,891.5,11753.26,50.241718096683535,24.014828760812573,108.991,0.7155969999999999,60.66,90.4927,16.0,73.8672,0.625488
45,34.77376368984281,25.599647108909245,9.174116580933566,874.14,11524.37,49.304794368963,23.544943956422163,111.1557,0.7159009999999999,59.98,90.4927,16.0,73.8672,0.625488
46,34.40221028551321,25.206537964851574,9.195672320661643,854.98,11271.71,48.469570498420374,23.09150299409837,113.6474,0.717099,59.32,90.4927,16.0,73.8672,0.625488
47,33.80624105011952,24.656482178927885,9.149758871191635,838.32,11052.1,47.31928137609463,22.546649974278488,115.9055,0.716939,58.65,90.4927,16.0,73.8672,0.625488
48,33.367663468625736,24.22292331654917,9.14474015207656,822.66,10845.68,46.36612770260691,22.066336242539297,118.1116,0.716256,57.98,90.4927,16.0,73.8672,0.625488
49,33.09470859838358,23.913202909898633,9.181505688484952,806.43,10631.63,45.88239320024316,21.851596718243478,120.4895,0.716877,57.31,90.4927,16.0,73.8672,0.625488
50,32.630727533974145,23.47042622685456,9.160301307119582,794.7,10477.09,44.96530536964563,21.398830668764848,122.2668,0.715951,56.64,90.4927,16.0,73.8672,0.625488
