Offload Ratio (%),Total DRAM (%),DRAM Read (%),DRAM Write (%),Effective Memory BW (GB/s),Effective Tokens/s,SM Active (%),Tensor Active (%),Avg Step Time (ms),Paged Attention Runtime (ms),Peak GPU Mem (Alloc GB),Total Memory IO (GB),Weights Loaded (GB),KV Cache Read (GB),KV Cache Written (GB)
10,68.67014983699538,61.87962202167945,6.790527815315941,2401.69,12786.03,90.5260496417386,26.64457860371088,40.1219,0.70816,82.98,89.7427,16.0,73.4922,0.250488
11,68.32845353044168,61.168379907805466,7.160073622636215,2392.8,12738.69,89.58745950596077,26.222227524116462,40.271,0.708187,82.31,89.7427,16.0,73.4922,0.250488
12,65.73609514663936,58.46349160138939,7.27260354524997,2384.68,12695.45,85.33021719413844,24.729717548487294,40.4082,0.709188,81.65,89.7427,16.0,73.4922,0.250488
13,62.41069540182762,55.13402240257037,7.276672999257238,2370.06,12617.63,80.17391478392929,23.174970507198186,40.6574,0.708196,80.98,89.7427,16.0,73.4922,0.250488
14,59.68226412032209,52.362190970406566,7.320073149915536,2247.66,11966.02,76.06414173942848,21.96795929576841,42.8714,0.708799,80.32,89.7427,16.0,73.4922,0.250488
15,57.933591979021315,50.517740250748886,7.41585172827244,2135.44,11368.57,73.3112765609974,21.139821056095588,45.1244,0.7085499999999999,79.65,89.7427,16.0,73.4922,0.250488
16,55.76329435025507,48.29902441649429,7.464269933760786,2045.55,10890.02,70.07194246490171,20.186696908200204,47.1074,0.708539,78.98,89.7427,16.0,73.4922,0.250488
17,53.91368316541274,46.3950535715293,7.5186295938834435,1954.34,10404.45,67.33289813977035,19.372155454492137,49.3058,0.709185,78.32,89.7427,16.0,73.4922,0.250488
18,51.952988702436215,44.41423642747191,7.538752274964305,1866.09,9934.63,64.34325682943278,18.522168756355764,51.6375,0.7095520000000001,77.65,89.7427,16.0,73.4922,0.250488
19,50.7684437329864,43.1312497100846,7.637194022901788,1788.66,9522.38,62.53108678196384,17.957080782531403,53.8731,0.709739,76.98,89.7427,16.0,73.4922,0.250488
20,48.9139441124953,41.285672886133305,7.628271226361997,1716.48,9138.13,59.756299543791954,17.167124327442345,56.1384,0.710538,76.32,89.7427,16.0,73.4922,0.250488
21,47.7829077062392,40.084117718676225,7.698789987562964,1646.9,8767.72,58.05718370242412,16.686359254677924,58.5101,0.7087319999999999,75.66,89.7427,16.0,73.4922,0.250488
22,46.31642760985561,38.55277890676909,7.763648703086525,1593.17,8481.64,55.74201954329551,16.03188288551776,60.4836,0.7086760000000001,74.99,89.7427,16.0,73.4922,0.250488
23,45.005614758754135,37.22953380680897,7.776080951945164,1534.36,8168.57,53.859186574943436,15.469517026289113,62.8017,0.708828,74.32,89.7427,16.0,73.4922,0.250488
24,43.81232741052334,36.01578487959679,7.796542530926554,1481.97,7889.65,52.06379582675202,14.941547069816075,65.0219,0.708287,73.65,89.7427,16.0,73.4922,0.250488
25,42.7932724405333,34.96826037342282,7.825012067110475,1434.94,7639.3,50.49185891334576,14.526505662073227,67.1528,0.708279,72.98,89.7427,16.0,73.4922,0.250488
26,41.88661073266724,34.01801848932415,7.868592243343086,1387.11,7384.63,49.29115098437303,14.242355726034837,69.4686,0.7084199999999999,72.32,89.7427,16.0,73.4922,0.250488
27,40.8712252038153,32.980777029118144,7.890448174697156,1352.37,7199.67,47.677863065877816,13.745359676299667,71.2533,0.7096169999999999,71.66,89.7427,16.0,73.4922,0.250488
28,39.8670711099431,31.9800000340794,7.887071075863705,1302.78,6935.69,46.13269981636731,13.24616228318768,73.9653,0.70858,70.99,89.7427,16.0,73.4922,0.250488
29,39.162837059333334,31.218017271058123,7.94481978827522,1266.79,6744.11,45.052985471957825,12.914504811959443,76.0664,0.708314,70.32,89.7427,16.0,73.4922,0.250488
30,38.2624951076071,30.32691253906386,7.935582568543237,1234.48,6572.08,43.74429112950813,12.553896433202299,78.0574,0.709491,69.66,89.7427,16.0,73.4922,0.250488
31,37.548752542260544,29.583386427206978,7.965366115053565,1197.31,6374.19,42.65221445251774,12.23949842877389,80.4808,0.7085710000000001,69.0,89.7427,16.0,73.4922,0.250488
32,36.85058240522651,28.856069220950953,7.994513184275556,1166.91,6212.35,41.610040119880026,11.936988296765962,82.5774,0.707904,68.32,89.7427,16.0,73.4922,0.250488
33,36.39103568086571,28.33941009856327,8.051625582302444,1132.21,6027.64,40.96064440705347,11.762495111258877,85.1079,0.707667,67.66,89.7427,16.0,73.4922,0.250488
34,35.570111988041205,27.531430383472895,8.038681604568302,1106.65,5891.52,39.655187765857576,11.375020628343464,87.0743,0.708789,67.0,89.7427,16.0,73.4922,0.250488
35,35.01779948548088,26.943455330776928,8.074344154703956,1078.15,5739.83,38.84741232462049,11.14392177861741,89.3754,0.709112,66.33,89.7427,16.0,73.4922,0.250488
36,34.48997122852288,26.38658748300782,8.103383745515062,1051.81,5599.56,38.02691063953312,10.902917912484677,91.6143,0.709228,65.66,89.7427,16.0,73.4922,0.250488
37,33.70865567574697,25.64348406077808,8.065171614968891,1025.55,5459.8,36.92351923851842,10.592643589684414,93.9594,0.708568,65.0,89.7427,16.0,73.4922,0.250488
38,33.331019548419256,25.217959336512536,8.11306021190672,1003.47,5342.21,36.32438143247457,10.441328252853284,96.0276,0.710247,64.33,89.7427,16.0,73.4922,0.250488
39,32.68308691423541,24.579956073904476,8.103130840330925,980.4,5219.41,35.35713527080007,10.150715132988157,98.2869,0.708808,63.67,89.7427,16.0,73.4922,0.250488
40,32.15964066272445,24.05632369283545,8.103316969889,957.12,5095.48,34.57721462837518,9.923160166312684,100.6775,0.709168,63.0,89.7427,16.0,73.4922,0.250488
41,31.707094101217848,23.582196553908638,8.124897547309212,939.89,5003.77,33.92632927589844,9.724532917038177,102.5227,0.708624,62.33,89.7427,16.0,73.4922,0.250488
42,31.078453990586173,22.98535639908649,8.093097591499678,917.19,4882.89,33.05332628901098,9.505154800503604,105.0607,0.707118,61.67,89.7427,16.0,73.4922,0.250488
43,30.769176066387022,22.635832763786574,8.13334330260045,901.05,4796.95,32.5316629914162,9.353479515256616,106.9429,0.7080460000000001,61.0,89.7427,16.0,73.4922,0.250488
44,30.76031225196089,22.487834233213558,8.27247801874734,889.27,4734.28,32.34924492525183,9.272163460149647,108.3587,0.70911,60.33,89.7427,16.0,73.4922,0.250488
45,30.412418310577845,22.119230415848307,8.293187894729536,873.54,4650.52,31.816990943759087,9.114342470673474,110.3103,0.7092999999999999,59.67,89.7427,16.0,73.4922,0.250488
46,29.82588070932343,21.565574638522488,8.260306070800937,855.06,4552.12,30.972429579391065,8.897742538223575,112.6947,0.708482,59.01,89.7427,16.0,73.4922,0.250488
47,29.483629455720784,21.200576246278978,8.283053209441803,838.64,4464.72,30.45625622636806,8.739774613822718,114.9007,0.708247,58.33,89.7427,16.0,73.4922,0.250488
48,29.054634458847882,20.784355407884064,8.270279050963822,824.12,4387.41,29.817804049025302,8.570017048283725,116.9254,0.709821,57.67,89.7427,16.0,73.4922,0.250488
49,28.799938723553524,20.488894738534476,8.311043985019046,806.37,4292.94,29.43791321793135,8.444667884068794,119.4986,0.7090019999999999,57.0,89.7427,16.0,73.4922,0.250488
50,28.378802607890258,20.081723910710014,8.297078697180243,792.18,4217.39,28.784739178484468,8.273683397698766,121.6391,0.7078,56.33,89.7427,16.0,73.4922,0.250488
