Offload Ratio (%),Total DRAM (%),DRAM Read (%),DRAM Write (%),Effective Memory BW (GB/s),Effective Tokens/s,SM Active (%),Tensor Active (%),Avg Step Time (ms),Paged Attention Runtime (ms),Peak GPU Mem (Alloc GB),Total Memory IO (GB),Weights Loaded (GB),KV Cache Read (GB),KV Cache Written (GB)
29,45.9563490421919,36.243386415204974,9.712962626986931,1267.69,19997.56,81.68682691792547,43.34060681875911,76.8594,0.719827,70.83,90.7427,16.0,73.9922,0.750488
30,45.03834225571427,35.33587304853439,9.702469207179881,1233.54,19458.84,79.20946338528591,41.875814085639284,78.9873,0.719241,70.16,90.7427,16.0,73.9922,0.750488
31,44.15370202608807,34.47360213360891,9.68009989247915,1196.82,18879.61,77.00844954246679,40.6073323834983,81.4106,0.719289,69.49,90.7427,16.0,73.9922,0.750488
32,43.566649727087814,33.84723946557482,9.719410261512998,1167.55,18417.88,75.3485839003567,39.64358426275882,83.4515,0.7193440000000001,68.81,90.7427,16.0,73.9922,0.750488
33,42.71243883246967,33.01419362527358,9.698245207196093,1136.7,17931.13,73.37877078173265,38.56274189817867,85.7168,0.719121,68.14,90.7427,16.0,73.9922,0.750488
34,41.67393362308501,32.05681349494214,9.617120128142878,1106.54,17455.4,70.99362356180067,37.23913782624878,88.053,0.718821,67.48,90.7427,16.0,73.9922,0.750488
35,40.81946293559205,31.24162226663013,9.577840668961919,1076.99,16989.29,69.00774618968559,36.16609253459876,90.4688,0.719102,66.8,90.7427,16.0,73.9922,0.750488
36,40.07604778035785,30.520242857429288,9.555804922928552,1051.84,16592.48,67.08400329775638,35.01872190057884,92.6323,0.717995,66.13,90.7427,16.0,73.9922,0.750488
37,39.442363292500815,29.894008366558896,9.548354925941918,1027.37,16206.57,65.86104206567718,34.446493734609014,94.8381,0.718603,65.46,90.7427,16.0,73.9922,0.750488
38,38.817244338149784,29.28079209344735,9.536452244702442,1005.82,15866.55,64.26174598335713,33.545198563174615,96.8705,0.718437,64.79,90.7427,16.0,73.9922,0.750488
39,38.177773466946284,28.659407784778246,9.518365682168048,981.53,15483.43,62.584910221466586,32.56273807522881,99.2674,0.7186359999999999,64.12,90.7427,16.0,73.9922,0.750488
40,37.61741375842623,28.1065441144163,9.510869644009928,959.24,15131.8,61.33802548941318,31.890210454869063,101.5742,0.717526,63.45,90.7427,16.0,73.9922,0.750488
41,37.02231808021891,27.533284021442654,9.489034058776257,939.95,14827.52,60.155720100701785,31.32152816264318,103.6586,0.718409,62.78,90.7427,16.0,73.9922,0.750488
42,36.43381564021318,26.970331270847012,9.463484369366164,918.21,14484.49,58.88382823632154,30.655480515277553,106.1135,0.7186180000000001,62.11,90.7427,16.0,73.9922,0.750488
43,35.92007492027518,26.465390879142838,9.454684041132337,898.75,14177.63,57.59481655342759,29.939485606662878,108.4102,0.7184360000000001,61.44,90.7427,16.0,73.9922,0.750488
44,35.77073018640608,26.251350118695335,9.51938006771074,890.58,14048.6,57.072042098502514,29.615689890778977,109.4059,0.7187830000000001,60.76,90.7427,16.0,73.9922,0.750488
45,35.113168783210725,25.64211019576109,9.471058587449637,872.82,13768.49,55.65917217143968,28.87402327504244,111.6317,0.71887,60.09,90.7427,16.0,73.9922,0.750488
46,34.767389309962276,25.278989144852243,9.48840016511003,856.51,13511.17,54.86193404590553,28.444460227802903,113.7577,0.7188640000000001,59.43,90.7427,16.0,73.9922,0.750488
47,34.24711440375676,24.785228390445287,9.46188601331147,836.66,13198.06,53.650012205669725,27.785464150783923,116.4565,0.718932,58.76,90.7427,16.0,73.9922,0.750488
48,33.75545967077355,24.320656873562804,9.434802797210752,823.89,12996.73,52.51592692462098,27.177149549754628,118.2605,0.718357,58.08,90.7427,16.0,73.9922,0.750488
49,33.39820211220778,23.950986211055366,9.447215901152411,807.39,12736.33,51.67844171515071,26.715063302224294,120.6784,0.719088,57.41,90.7427,16.0,73.9922,0.750488
50,32.94780286254831,23.524138532746424,9.423664329801884,794.6,12534.63,50.631069061590786,26.165694098066687,122.6203,0.7179880000000001,56.74,90.7427,16.0,73.9922,0.750488
