Offload Ratio (%),Total DRAM (%),DRAM Read (%),DRAM Write (%),Effective Memory BW (GB/s),Effective Tokens/s,SM Active (%),Tensor Active (%),Avg Step Time (ms),Paged Attention Runtime (ms),Peak GPU Mem (Alloc GB),Total Memory IO (GB),Weights Loaded (GB),KV Cache Read (GB),KV Cache Written (GB)
33,42.25749817805842,32.17990553058539,10.077592647473036,1137.39,20872.92,82.02859341645997,45.62687339228455,85.9008,0.7215929999999999,68.27,90.9927,16.0,74.1172,0.875488
34,41.30282637076177,31.29744450289473,10.005381867867037,1106.14,20299.48,79.41711320155308,44.09771823136866,88.3274,0.721941,67.59,90.9927,16.0,74.1172,0.875488
35,40.512933120603364,30.544738190317926,9.968194930285442,1078.98,19800.98,77.08009316738143,42.6629343225988,90.5511,0.721382,66.92,90.9927,16.0,74.1172,0.875488
36,39.815730340413175,29.87314504836245,9.94258529205073,1056.27,19384.19,75.21571366497147,41.58930736114737,92.4981,0.721779,66.25,90.9927,16.0,74.1172,0.875488
37,39.0398838660327,29.141155078385424,9.898728787647283,1027.92,18863.96,73.04321518933172,40.28761871683815,95.049,0.720371,65.57,90.9927,16.0,74.1172,0.875488
38,38.47968274823825,28.589994408120027,9.88968834011822,1005.13,18445.74,71.6172760410489,39.49301296810194,97.204,0.721207,64.91,90.9927,16.0,74.1172,0.875488
39,37.850492592242574,27.985100381000592,9.865392211241975,983.94,18056.86,69.85662631205658,38.45845193922786,99.2974,0.718954,64.24,90.9927,16.0,74.1172,0.875488
40,37.20744940901622,27.376793737075563,9.830655671940665,960.13,17619.86,68.34805709709319,37.66166105885261,101.7602,0.721266,63.56,90.9927,16.0,74.1172,0.875488
41,36.72673378201552,26.89273560857087,9.833998173444648,940.93,17267.62,66.87341509518481,36.74176116064884,103.8359,0.719817,62.89,90.9927,16.0,74.1172,0.875488
42,36.17856885579852,26.368105937645694,9.810462918152824,920.41,16891.04,65.48309078884385,35.978481680877806,106.151,0.7211409999999999,62.22,90.9927,16.0,74.1172,0.875488
43,35.55936300533471,25.797281550381328,9.762081454953377,899.71,16511.1,63.92981320443525,35.0746966110568,108.5936,0.720069,61.55,90.9927,16.0,74.1172,0.875488
44,35.458547099946415,25.628990814462604,9.829556285483813,891.51,16360.71,63.609212640949494,34.93035093707811,109.5918,0.721431,60.87,90.9927,16.0,74.1172,0.875488
45,35.08163223488621,25.238175123169526,9.843457111716681,874.26,16044.01,62.4940937807745,34.25357152930589,111.7551,0.719859,60.2,90.9927,16.0,74.1172,0.875488
46,34.453859278396884,24.67397467796193,9.779884600434954,855.15,15693.39,60.87996598805583,33.32608810432346,114.2519,0.7209009999999999,59.54,90.9927,16.0,74.1172,0.875488
47,33.97854129210082,24.219356076903917,9.759185215196906,840.82,15430.31,59.800229806845635,32.77175575487363,116.1999,0.7213390000000001,58.86,90.9927,16.0,74.1172,0.875488
48,33.477517645964596,23.75179604015266,9.72572160581194,824.92,15138.53,58.5593807191146,32.06299442044589,118.4395,0.721327,58.19,90.9927,16.0,74.1172,0.875488
49,33.10708099859266,23.381728690437935,9.725352308154731,809.0,14846.45,57.42973216214415,31.377550692019966,120.7696,0.719938,57.52,90.9927,16.0,74.1172,0.875488
50,32.71623885714029,23.002593431314484,9.713645425825804,794.12,14573.34,56.42021473531135,30.814378294390412,123.0329,0.720628,56.84,90.9927,16.0,74.1172,0.875488
